Product_Name,Region,Year_Month,Quantity_Sold,Avg_Price,Avg_Temperature,Festival_Names,Festival_Day_Count,Num_Days,Festival_Indicator,Holiday_Indicator
Butter (500g),Central,2023-10,6043,274.14,27.9,Gandhi Jayanti,1,21,Yes,Yes
Butter (500g),Central,2023-11,7335,275.51,22.4,Diwali,1,26,Yes,Yes
Butter (500g),Central,2023-12,5259,275.03,19.0,No_Festival,0,23,No,No
Butter (500g),East,2021-01,5641,250.2,18.6,Makar Sankranti,1,21,Yes,Yes
Butter (500g),East,2021-02,4914,251.3,21.2,No_Festival,0,22,No,No
Butter (500g),East,2021-03,6201,250.4,26.4,Holi,1,23,Yes,Yes
Butter (500g),East,2021-04,4894,248.97,32.0,Baisakhi,1,19,Yes,Yes
Butter (500g),East,2021-05,7180,249.27,34.6,No_Festival,0,24,No,Yes
Butter (500g),East,2021-06,5610,250.15,32.3,No_Festival,0,24,No,No
Butter (500g),East,2021-07,5531,249.19,29.7,No_Festival,0,22,No,Yes
Butter (500g),East,2021-08,5585,249.1,29.9,"Independence Day, Raksha Bandhan",2,20,Yes,Yes
Butter (500g),East,2021-09,5412,247.62,29.1,No_Festival,0,20,No,No
Butter (500g),East,2021-10,5891,249.91,27.1,"Gandhi Jayanti, Navratri",2,23,Yes,Yes
Butter (500g),East,2021-11,5740,250.78,22.3,Guru Nanak Jayanti,1,23,Yes,Yes
Butter (500g),East,2021-12,4619,251.4,16.6,Christmas,1,19,Yes,Yes
Butter (500g),East,2022-01,6209,261.84,18.4,Makar Sankranti,1,25,Yes,Yes
Butter (500g),East,2022-02,5718,260.75,21.5,No_Festival,0,22,No,No
Butter (500g),East,2022-03,5786,263.09,27.1,No_Festival,0,22,No,No
Butter (500g),East,2022-04,5682,264.04,32.1,Baisakhi,1,20,Yes,Yes
Butter (500g),East,2022-05,4629,260.95,34.4,No_Festival,0,20,No,Yes
Butter (500g),East,2022-06,5871,263.38,32.4,No_Festival,0,21,No,No
Butter (500g),East,2022-07,5916,263.97,29.9,No_Festival,0,21,No,No
Butter (500g),East,2022-08,6686,261.28,30.5,"Raksha Bandhan, Janmashtami",2,25,Yes,Yes
Butter (500g),East,2022-09,6534,261.97,29.4,No_Festival,0,25,No,No
Butter (500g),East,2022-10,5001,261.08,27.0,Gandhi Jayanti,1,21,Yes,Yes
Butter (500g),East,2022-11,5914,263.07,22.2,Guru Nanak Jayanti,1,22,Yes,Yes
Butter (500g),East,2022-12,7316,264.85,17.0,Christmas,1,26,Yes,Yes
Butter (500g),East,2023-01,7005,274.7,18.6,"Makar Sankranti, Republic Day",2,25,Yes,Yes
Butter (500g),East,2023-02,5450,275.17,20.5,No_Festival,0,21,No,No
Butter (500g),East,2023-03,6760,274.4,27.4,Holi,1,24,Yes,Yes
Butter (500g),East,2023-04,4793,276.2,32.1,Baisakhi,1,21,Yes,Yes
Butter (500g),East,2023-05,6287,274.44,34.2,No_Festival,0,25,No,No
Butter (500g),East,2023-06,6598,275.22,31.8,No_Festival,0,25,No,Yes
Butter (500g),East,2023-07,4468,275.44,29.3,No_Festival,0,19,No,No
Butter (500g),East,2023-08,7638,276.45,30.1,"Independence Day, Raksha Bandhan",2,27,Yes,Yes
Butter (500g),East,2023-09,6445,274.44,28.8,Janmashtami,1,25,Yes,Yes
Butter (500g),East,2023-10,5890,274.75,26.7,Gandhi Jayanti,1,22,Yes,Yes
Butter (500g),East,2023-11,6917,273.66,21.9,"Diwali, Guru Nanak Jayanti",2,25,Yes,Yes
Butter (500g),East,2023-12,5973,275.5,16.6,Christmas,1,23,Yes,Yes
Butter (500g),North,2021-01,6576,249.99,14.2,Republic Day,1,24,Yes,Yes
Butter (500g),North,2021-02,6409,250.25,16.6,No_Festival,0,23,No,No
Butter (500g),North,2021-03,5980,249.45,23.9,Holi,1,25,Yes,Yes
Butter (500g),North,2021-04,7065,249.44,32.5,Baisakhi,1,25,Yes,Yes
Butter (500g),North,2021-05,7333,251.17,38.7,No_Festival,0,28,No,Yes
Butter (500g),North,2021-06,5928,247.16,39.8,No_Festival,0,23,No,No
Butter (500g),North,2021-07,5054,249.38,35.5,No_Festival,0,21,No,Yes
Butter (500g),North,2021-08,7258,250.87,33.6,Raksha Bandhan,1,25,Yes,Yes
Butter (500g),North,2021-09,6108,250.5,32.2,No_Festival,0,22,No,No
Butter (500g),North,2021-10,6436,250.12,26.8,"Gandhi Jayanti, Navratri",2,25,Yes,Yes
Butter (500g),North,2021-11,6839,250.35,18.7,Guru Nanak Jayanti,1,25,Yes,Yes
Butter (500g),North,2021-12,5952,250.33,14.3,Christmas,1,24,Yes,Yes
Butter (500g),North,2022-01,6254,261.87,14.5,"Makar Sankranti, Republic Day",2,23,Yes,Yes
Butter (500g),North,2022-02,5532,262.12,16.8,No_Festival,0,22,No,No
Butter (500g),North,2022-03,5900,261.32,24.6,Holi,1,22,Yes,Yes
Butter (500g),North,2022-04,5793,263.95,31.7,Baisakhi,1,21,Yes,Yes
Butter (500g),North,2022-05,6205,263.34,38.7,No_Festival,0,23,No,Yes
Butter (500g),North,2022-06,6147,262.56,39.6,No_Festival,0,24,No,No
Butter (500g),North,2022-07,4051,263.77,35.9,No_Festival,0,18,No,No
Butter (500g),North,2022-08,6696,264.08,35.0,"Raksha Bandhan, Independence Day",2,23,Yes,Yes
Butter (500g),North,2022-09,4704,262.75,32.0,No_Festival,0,18,No,No
Butter (500g),North,2022-10,6170,262.26,25.8,"Gandhi Jayanti, Diwali",2,20,Yes,Yes
Butter (500g),North,2022-11,6103,262.46,19.5,Guru Nanak Jayanti,1,23,Yes,Yes
Butter (500g),North,2022-12,6122,263.0,14.6,Christmas,1,23,Yes,Yes
Butter (500g),North,2023-01,6028,275.68,13.8,"Makar Sankranti, Republic Day",2,23,Yes,Yes
Butter (500g),North,2023-02,5454,275.54,16.7,No_Festival,0,22,No,No
Butter (500g),North,2023-03,6610,274.45,24.2,Holi,1,25,Yes,Yes
Butter (500g),North,2023-04,5688,276.09,32.3,Baisakhi,1,22,Yes,Yes
Butter (500g),North,2023-05,6524,274.13,37.6,No_Festival,0,25,No,No
Butter (500g),North,2023-06,4935,275.16,39.3,No_Festival,0,21,No,Yes
Butter (500g),North,2023-07,5260,275.48,36.5,No_Festival,0,22,No,No
Butter (500g),North,2023-08,5782,275.96,33.9,Raksha Bandhan,1,22,Yes,Yes
Butter (500g),North,2023-09,5527,276.96,31.9,Janmashtami,1,21,Yes,Yes
Butter (500g),North,2023-10,6325,272.34,25.9,Gandhi Jayanti,1,22,Yes,Yes
Butter (500g),North,2023-11,5547,277.35,18.7,"Diwali, Guru Nanak Jayanti",2,22,Yes,Yes
Butter (500g),North,2023-12,6467,274.75,14.3,Christmas,1,25,Yes,Yes
Butter (500g),South,2021-01,6100,251.3,25.6,Republic Day,1,23,Yes,Yes
Butter (500g),South,2021-02,5504,250.62,26.8,No_Festival,0,21,No,No
Butter (500g),South,2021-03,6478,248.04,29.5,Holi,1,23,Yes,Yes
Butter (500g),South,2021-04,7105,249.75,32.2,Baisakhi,1,27,Yes,Yes
Butter (500g),South,2021-05,5654,250.61,34.6,No_Festival,0,23,No,Yes
Butter (500g),South,2021-06,5686,250.11,29.7,No_Festival,0,23,No,No
Butter (500g),South,2021-07,5441,249.13,28.0,No_Festival,0,23,No,Yes
Butter (500g),South,2021-08,6673,249.56,27.9,"Independence Day, Raksha Bandhan",2,25,Yes,Yes
Butter (500g),South,2021-09,6705,250.64,28.1,Janmashtami,1,28,Yes,Yes
Butter (500g),South,2021-10,7111,249.84,27.9,"Gandhi Jayanti, Navratri",2,25,Yes,Yes
Butter (500g),South,2021-11,4820,249.2,25.3,No_Festival,0,18,No,No
Butter (500g),South,2021-12,6430,249.74,24.6,Christmas,1,24,Yes,Yes
Butter (500g),South,2022-01,7350,261.95,26.0,"Makar Sankranti, Republic Day",2,27,Yes,Yes
Butter (500g),South,2022-02,5414,262.46,26.6,No_Festival,0,21,No,No
Butter (500g),South,2022-03,6163,262.53,28.6,Holi,1,22,Yes,Yes
Butter (500g),South,2022-04,7491,261.57,32.6,Baisakhi,1,27,Yes,Yes
Butter (500g),South,2022-05,5439,262.54,34.7,No_Festival,0,22,No,Yes
Butter (500g),South,2022-06,5783,262.9,29.6,No_Festival,0,24,No,No
Butter (500g),South,2022-07,5457,261.99,28.2,No_Festival,0,23,No,Yes
Butter (500g),South,2022-08,6424,262.34,27.6,"Raksha Bandhan, Janmashtami",2,25,Yes,Yes
Butter (500g),South,2022-09,6670,261.91,28.9,No_Festival,0,23,No,No
Butter (500g),South,2022-10,6384,263.1,28.6,"Gandhi Jayanti, Diwali",2,25,Yes,Yes
Butter (500g),South,2022-11,4971,263.0,25.6,Guru Nanak Jayanti,1,23,Yes,Yes
Butter (500g),South,2022-12,7145,261.84,25.4,No_Festival,0,27,No,No
Butter (500g),South,2023-01,6629,275.64,25.8,Republic Day,1,25,Yes,Yes
Butter (500g),South,2023-02,4208,276.24,26.4,No_Festival,0,18,No,No
Butter (500g),South,2023-03,4863,275.81,28.7,Holi,1,19,Yes,Yes
Butter (500g),South,2023-04,4944,275.03,32.4,Baisakhi,1,20,Yes,Yes
Butter (500g),South,2023-05,7738,274.22,34.0,No_Festival,0,25,No,No
Butter (500g),South,2023-06,5708,275.01,30.3,No_Festival,0,24,No,Yes
Butter (500g),South,2023-07,7253,273.77,27.6,No_Festival,0,24,No,No
Butter (500g),South,2023-08,6288,276.08,27.9,"Independence Day, Raksha Bandhan",2,24,Yes,Yes
Butter (500g),South,2023-09,7613,274.94,28.6,Janmashtami,1,27,Yes,Yes
Butter (500g),South,2023-10,3480,273.19,27.9,Gandhi Jayanti,1,14,Yes,Yes
Butter (500g),South,2023-11,6427,275.28,26.4,"Diwali, Guru Nanak Jayanti",2,23,Yes,Yes
Butter (500g),South,2023-12,7135,275.14,25.5,No_Festival,0,24,No,No
Butter (500g),West,2021-01,6295,252.0,22.0,Makar Sankranti,1,23,Yes,Yes
Butter (500g),West,2021-02,6054,250.6,23.0,No_Festival,0,24,No,No
Butter (500g),West,2021-03,6864,249.51,27.7,Holi,1,25,Yes,Yes
Butter (500g),West,2021-04,5671,250.37,31.8,Baisakhi,1,22,Yes,Yes
Butter (500g),West,2021-05,6597,249.43,35.7,No_Festival,0,26,No,No
Butter (500g),West,2021-06,4881,249.8,31.9,No_Festival,0,19,No,No
Butter (500g),West,2021-07,5230,249.95,28.7,No_Festival,0,21,No,Yes
Butter (500g),West,2021-08,5933,252.09,28.1,Independence Day,1,22,Yes,Yes
Butter (500g),West,2021-09,4471,249.78,29.2,Janmashtami,1,18,Yes,Yes
Butter (500g),West,2021-10,5873,250.22,30.1,Gandhi Jayanti,1,22,Yes,Yes
Butter (500g),West,2021-11,7098,250.78,25.7,"Diwali, Guru Nanak Jayanti",2,25,Yes,Yes
Butter (500g),West,2021-12,6492,249.31,21.8,Christmas,1,24,Yes,Yes
Butter (500g),West,2022-01,6654,263.25,21.8,"Makar Sankranti, Republic Day",2,24,Yes,Yes
Butter (500g),West,2022-02,6638,262.91,24.6,No_Festival,0,23,No,No
Butter (500g),West,2022-03,8187,261.42,27.6,Holi,1,25,Yes,Yes
Butter (500g),West,2022-04,6051,263.29,31.3,Baisakhi,1,23,Yes,Yes
Butter (500g),West,2022-05,5999,261.19,36.2,No_Festival,0,23,No,Yes
Butter (500g),West,2022-06,5550,262.22,31.6,No_Festival,0,22,No,No
Butter (500g),West,2022-07,5142,262.04,28.5,No_Festival,0,24,No,Yes
Butter (500g),West,2022-08,5122,263.63,27.3,"Raksha Bandhan, Independence Day, Janmashtami",3,21,Yes,Yes
Butter (500g),West,2022-09,4909,261.42,28.6,No_Festival,0,22,No,No
Butter (500g),West,2022-10,6814,261.18,30.0,"Gandhi Jayanti, Diwali",2,25,Yes,Yes
Butter (500g),West,2022-11,6311,263.19,27.0,Guru Nanak Jayanti,1,24,Yes,Yes
Butter (500g),West,2022-12,5487,264.88,22.5,Christmas,1,17,Yes,Yes
Butter (500g),West,2023-01,8329,274.93,22.4,"Makar Sankranti, Republic Day",2,28,Yes,Yes
Butter (500g),West,2023-02,6567,275.8,24.5,No_Festival,0,23,No,No
Butter (500g),West,2023-03,6054,276.05,27.6,No_Festival,0,26,No,No
Butter (500g),West,2023-04,5442,274.01,31.8,No_Festival,0,20,No,Yes
Butter (500g),West,2023-05,6288,275.2,35.9,No_Festival,0,26,No,No
Butter (500g),West,2023-06,5321,274.92,31.8,No_Festival,0,21,No,Yes
Butter (500g),West,2023-07,6669,274.46,28.7,No_Festival,0,25,No,No
Butter (500g),West,2023-08,5956,275.17,28.9,"Independence Day, Raksha Bandhan",2,21,Yes,Yes
Butter (500g),West,2023-09,6366,273.87,28.8,Janmashtami,1,23,Yes,Yes
Butter (500g),West,2023-10,5711,274.42,30.5,Gandhi Jayanti,1,23,Yes,Yes
Butter (500g),West,2023-11,5392,276.86,26.0,"Diwali, Guru Nanak Jayanti",2,23,Yes,Yes
Butter (500g),West,2023-12,5646,275.65,21.9,Christmas,1,23,Yes,Yes
Buttermilk (1L),Central,2021-01,5821,34.81,17.8,Makar Sankranti,1,23,Yes,Yes
Buttermilk (1L),Central,2021-02,5322,35.04,20.6,No_Festival,0,20,No,No
Buttermilk (1L),Central,2021-03,13534,34.98,27.5,Holi,1,22,Yes,Yes
Buttermilk (1L),Central,2021-04,14965,34.91,32.6,Baisakhi,1,23,Yes,Yes
Buttermilk (1L),Central,2021-05,16514,35.07,38.2,No_Festival,0,26,No,Yes
Buttermilk (1L),Central,2021-06,13536,35.03,36.8,No_Festival,0,22,No,No
Buttermilk (1L),Central,2021-07,7572,35.2,31.0,No_Festival,0,19,No,Yes
Buttermilk (1L),Central,2021-08,9139,34.98,29.4,"Independence Day, Raksha Bandhan",2,22,Yes,Yes
Buttermilk (1L),Central,2021-09,10060,34.8,29.8,Janmashtami,1,24,Yes,Yes
Buttermilk (1L),Central,2021-10,7648,34.86,28.5,Navratri,1,20,Yes,Yes
Buttermilk (1L),Central,2021-11,9995,34.97,22.5,"Diwali, Guru Nanak Jayanti",2,23,Yes,Yes
Buttermilk (1L),Central,2021-12,5897,34.84,18.2,Christmas,1,23,Yes,Yes
Buttermilk (1L),Central,2022-01,6043,36.75,17.4,"Makar Sankranti, Republic Day",2,21,Yes,Yes
Buttermilk (1L),Central,2022-02,5460,36.71,21.1,No_Festival,0,23,No,No
Buttermilk (1L),Central,2022-03,13233,37.06,27.0,No_Festival,0,21,No,No
Buttermilk (1L),Central,2022-04,14428,37.1,33.0,Baisakhi,1,22,Yes,Yes
Buttermilk (1L),Central,2022-05,17798,36.9,38.1,No_Festival,0,28,No,Yes
Buttermilk (1L),Central,2022-06,15417,36.82,36.2,No_Festival,0,27,No,No
Buttermilk (1L),Central,2022-07,11224,36.71,31.3,No_Festival,0,26,No,No
Buttermilk (1L),Central,2022-08,11230,36.83,30.5,"Raksha Bandhan, Independence Day",2,25,Yes,Yes
Buttermilk (1L),Central,2022-09,9725,36.82,30.5,No_Festival,0,25,No,No
Buttermilk (1L),Central,2022-10,10157,36.71,27.9,"Gandhi Jayanti, Diwali",2,26,Yes,Yes
Buttermilk (1L),Central,2022-11,11950,36.91,22.5,Guru Nanak Jayanti,1,28,Yes,Yes
Buttermilk (1L),Central,2022-12,5957,36.64,18.4,Christmas,1,23,Yes,Yes
Buttermilk (1L),Central,2023-01,5783,38.57,17.6,"Makar Sankranti, Republic Day",2,24,Yes,Yes
Buttermilk (1L),Central,2023-02,4285,38.32,21.7,No_Festival,0,18,No,No
Buttermilk (1L),Central,2023-03,12506,38.38,27.1,No_Festival,0,22,No,No
Buttermilk (1L),Central,2023-04,16155,38.37,33.4,Baisakhi,1,25,Yes,Yes
Buttermilk (1L),Central,2023-05,16128,38.49,38.9,No_Festival,0,26,No,No
Buttermilk (1L),Central,2023-06,13137,38.42,36.0,No_Festival,0,20,No,Yes
Buttermilk (1L),Central,2023-07,9850,38.34,31.1,No_Festival,0,23,No,No
Buttermilk (1L),Central,2023-08,8303,38.37,30.1,"Independence Day, Raksha Bandhan",2,19,Yes,Yes
Buttermilk (1L),Central,2023-09,7861,38.81,30.1,Janmashtami,1,20,Yes,Yes
Buttermilk (1L),Central,2023-10,11965,38.41,27.9,Gandhi Jayanti,1,27,Yes,Yes
Buttermilk (1L),Central,2023-11,12077,38.56,22.4,"Diwali, Guru Nanak Jayanti",2,28,Yes,Yes
Buttermilk (1L),Central,2023-12,5918,38.55,18.9,Christmas,1,24,Yes,Yes
Buttermilk (1L),East,2021-01,6244,35.06,18.5,"Makar Sankranti, Republic Day",2,23,Yes,Yes
Buttermilk (1L),East,2021-02,6402,34.81,21.2,No_Festival,0,25,No,No
Buttermilk (1L),East,2021-03,14544,35.2,26.3,Holi,1,21,Yes,Yes
Buttermilk (1L),East,2021-04,15249,34.95,31.8,No_Festival,0,26,No,No
Buttermilk (1L),East,2021-05,16509,35.23,34.5,No_Festival,0,25,No,Yes
Buttermilk (1L),East,2021-06,12003,34.93,32.0,No_Festival,0,19,No,No
Buttermilk (1L),East,2021-07,10740,35.27,29.8,No_Festival,0,25,No,Yes
Buttermilk (1L),East,2021-08,9845,35.2,29.9,"Independence Day, Raksha Bandhan",2,23,Yes,Yes
Buttermilk (1L),East,2021-09,8960,35.1,29.3,Janmashtami,1,22,Yes,Yes
Buttermilk (1L),East,2021-10,8782,34.87,27.6,Navratri,1,21,Yes,Yes
Buttermilk (1L),East,2021-11,9947,35.31,22.5,"Diwali, Guru Nanak Jayanti",2,21,Yes,Yes
Buttermilk (1L),East,2021-12,5228,34.84,16.7,No_Festival,0,23,No,No
Buttermilk (1L),East,2022-01,5870,36.72,18.3,"Makar Sankranti, Republic Day",2,24,Yes,Yes
Buttermilk (1L),East,2022-02,6038,36.93,21.4,No_Festival,0,22,No,No
Buttermilk (1L),East,2022-03,16629,36.73,27.0,Holi,1,25,Yes,Yes
Buttermilk (1L),East,2022-04,15292,36.51,32.3,Baisakhi,1,23,Yes,Yes
Buttermilk (1L),East,2022-05,12084,36.72,34.1,No_Festival,0,22,No,Yes
Buttermilk (1L),East,2022-06,13955,36.64,31.8,No_Festival,0,24,No,No
Buttermilk (1L),East,2022-07,10907,36.82,30.0,No_Festival,0,25,No,Yes
Buttermilk (1L),East,2022-08,9209,36.82,30.6,"Raksha Bandhan, Independence Day, Janmashtami",3,22,Yes,Yes
Buttermilk (1L),East,2022-09,8931,36.78,29.6,No_Festival,0,23,No,No
Buttermilk (1L),East,2022-10,9436,37.0,27.0,"Gandhi Jayanti, Diwali",2,24,Yes,Yes
Buttermilk (1L),East,2022-11,8637,36.81,22.4,Guru Nanak Jayanti,1,21,Yes,Yes
Buttermilk (1L),East,2022-12,5991,36.72,16.7,Christmas,1,24,Yes,Yes
Buttermilk (1L),East,2023-01,6715,38.31,18.7,"Makar Sankranti, Republic Day",2,27,Yes,Yes
Buttermilk (1L),East,2023-02,4361,38.65,21.4,No_Festival,0,20,No,No
Buttermilk (1L),East,2023-03,14868,38.6,27.4,Holi,1,23,Yes,Yes
Buttermilk (1L),East,2023-04,12626,38.4,31.5,No_Festival,0,23,No,No
Buttermilk (1L),East,2023-05,16839,38.33,34.0,No_Festival,0,27,No,No
Buttermilk (1L),East,2023-06,13419,38.58,31.2,No_Festival,0,23,No,No
Buttermilk (1L),East,2023-07,8765,38.41,29.5,No_Festival,0,21,No,No
Buttermilk (1L),East,2023-08,11492,38.48,29.8,"Independence Day, Raksha Bandhan",2,24,Yes,Yes
Buttermilk (1L),East,2023-09,12079,38.47,29.0,Janmashtami,1,26,Yes,Yes
Buttermilk (1L),East,2023-10,9453,38.45,27.2,Gandhi Jayanti,1,24,Yes,Yes
Buttermilk (1L),East,2023-11,10193,38.6,22.0,"Diwali, Guru Nanak Jayanti",2,25,Yes,Yes
Buttermilk (1L),East,2023-12,5550,38.38,16.6,No_Festival,0,21,No,No
Buttermilk (1L),North,2021-01,6685,35.15,14.0,"Makar Sankranti, Republic Day",2,24,Yes,Yes
Buttermilk (1L),North,2021-02,4414,34.8,16.4,No_Festival,0,19,No,No
Buttermilk (1L),North,2021-03,13760,35.05,23.8,Holi,1,23,Yes,Yes
Buttermilk (1L),North,2021-04,11341,35.11,32.2,No_Festival,0,20,No,No
Buttermilk (1L),North,2021-05,17674,35.01,38.5,No_Festival,0,26,No,Yes
Buttermilk (1L),North,2021-06,13454,34.89,39.9,No_Festival,0,23,No,No
Buttermilk (1L),North,2021-07,7971,35.36,36.0,No_Festival,0,19,No,Yes
Buttermilk (1L),North,2021-08,11005,34.84,33.1,"Independence Day, Raksha Bandhan",2,26,Yes,Yes
Buttermilk (1L),North,2021-09,9086,35.05,32.2,Janmashtami,1,22,Yes,Yes
Buttermilk (1L),North,2021-10,10721,34.88,26.4,"Gandhi Jayanti, Navratri",2,25,Yes,Yes
Buttermilk (1L),North,2021-11,8342,34.9,18.3,Guru Nanak Jayanti,1,23,Yes,Yes
Buttermilk (1L),North,2021-12,5892,34.99,14.7,Christmas,1,23,Yes,Yes
Buttermilk (1L),North,2022-01,4604,36.49,14.2,Makar Sankranti,1,20,Yes,Yes
Buttermilk (1L),North,2022-02,4954,36.58,16.7,No_Festival,0,23,No,No
Buttermilk (1L),North,2022-03,14308,36.99,25.0,Holi,1,23,Yes,Yes
Buttermilk (1L),North,2022-04,13480,36.68,31.6,No_Festival,0,22,No,No
Buttermilk (1L),North,2022-05,11890,36.84,38.1,No_Festival,0,19,No,No
Buttermilk (1L),North,2022-06,14201,36.53,39.6,No_Festival,0,24,No,No
Buttermilk (1L),North,2022-07,12502,36.72,36.0,No_Festival,0,28,No,Yes
Buttermilk (1L),North,2022-08,9020,36.95,35.0,"Raksha Bandhan, Independence Day",2,21,Yes,Yes
Buttermilk (1L),North,2022-09,9253,36.63,32.1,No_Festival,0,24,No,No
Buttermilk (1L),North,2022-10,9726,36.48,26.2,Gandhi Jayanti,1,22,Yes,Yes
Buttermilk (1L),North,2022-11,9933,36.87,19.3,Guru Nanak Jayanti,1,25,Yes,Yes
Buttermilk (1L),North,2022-12,6720,36.62,14.7,No_Festival,0,27,No,No
Buttermilk (1L),North,2023-01,6367,38.32,14.0,"Makar Sankranti, Republic Day",2,25,Yes,Yes
Buttermilk (1L),North,2023-02,3640,38.45,17.1,No_Festival,0,15,No,No
Buttermilk (1L),North,2023-03,15157,38.51,24.0,Holi,1,27,Yes,Yes
Buttermilk (1L),North,2023-04,17662,38.99,32.3,Baisakhi,1,25,Yes,Yes
Buttermilk (1L),North,2023-05,14622,38.71,37.7,No_Festival,0,23,No,No
Buttermilk (1L),North,2023-06,15312,38.34,39.6,No_Festival,0,23,No,Yes
Buttermilk (1L),North,2023-07,9047,38.63,36.3,No_Festival,0,21,No,No
Buttermilk (1L),North,2023-08,12750,38.39,34.0,Raksha Bandhan,1,27,Yes,Yes
Buttermilk (1L),North,2023-09,7756,38.52,31.7,Janmashtami,1,21,Yes,Yes
Buttermilk (1L),North,2023-10,10859,38.38,25.6,Gandhi Jayanti,1,26,Yes,Yes
Buttermilk (1L),North,2023-11,10565,38.46,18.5,"Diwali, Guru Nanak Jayanti",2,25,Yes,Yes
Buttermilk (1L),North,2023-12,4747,38.44,14.6,No_Festival,0,18,No,No
Buttermilk (1L),South,2021-01,6352,34.98,25.6,"Makar Sankranti, Republic Day",2,26,Yes,Yes
Buttermilk (1L),South,2021-02,4532,35.01,26.6,No_Festival,0,18,No,No
Buttermilk (1L),South,2021-03,15617,35.14,29.9,Holi,1,25,Yes,Yes
Buttermilk (1L),South,2021-04,13246,34.96,32.2,Baisakhi,1,22,Yes,Yes
Buttermilk (1L),South,2021-05,14444,35.12,34.9,No_Festival,0,22,No,No
Buttermilk (1L),South,2021-06,12644,34.88,29.6,No_Festival,0,21,No,No
Buttermilk (1L),South,2021-07,10477,35.0,28.0,No_Festival,0,26,No,Yes
Buttermilk (1L),South,2021-08,10321,34.85,28.3,"Independence Day, Raksha Bandhan",2,24,Yes,Yes
Buttermilk (1L),South,2021-09,8561,34.89,28.0,No_Festival,0,20,No,No
Buttermilk (1L),South,2021-10,11534,35.15,28.2,"Gandhi Jayanti, Navratri",2,27,Yes,Yes
Buttermilk (1L),South,2021-11,9854,34.82,25.3,Guru Nanak Jayanti,1,22,Yes,Yes
Buttermilk (1L),South,2021-12,4889,34.99,24.7,Christmas,1,22,Yes,Yes
Buttermilk (1L),South,2022-01,4913,36.7,25.6,Republic Day,1,18,Yes,Yes
Buttermilk (1L),South,2022-02,4695,36.82,27.1,No_Festival,0,20,No,No
Buttermilk (1L),South,2022-03,12369,36.65,28.5,No_Festival,0,18,No,No
